user_id,user_ip,start_date,end_date,score,name,email,phone,Name,asdf,"Birth date",desc
0,::1,"2018-12-24 16:56:10","2018-12-24 16:56:17",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:04:09","2018-12-24 17:04:15",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:05:31","2018-12-24 17:05:36",0,asd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:07:13","2018-12-24 17:07:18",0,asd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:15:38","2018-12-24 17:15:43",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:19:22","2018-12-24 17:19:26",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:21:47","2018-12-24 17:21:53",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:22:43","2018-12-24 17:22:48",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:23:20","2018-12-24 17:23:26",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:24:55","2018-12-24 17:25:00",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:25:28","2018-12-24 17:25:33",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:26:58","2018-12-24 17:27:04",0,asd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:28:05","2018-12-24 17:28:09",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:28:36","2018-12-24 17:28:49",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:29:32","2018-12-24 17:29:41",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:30:31","2018-12-24 17:30:36",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:34:57","2018-12-24 17:35:02",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:35:50","2018-12-24 17:35:54",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:37:31","2018-12-24 17:37:37",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 17:38:14","2018-12-24 17:38:23",0,asdasd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:04:26","2018-12-24 18:04:32",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:06:29","2018-12-24 18:06:34",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:07:16","2018-12-24 18:07:25",0,asd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:07:58","2018-12-24 18:08:03",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:46:51","2018-12-24 18:47:02",0,asd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:47:48","2018-12-24 18:47:59",100,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:48:11","2018-12-24 18:48:22",66,asd,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:51:45","2018-12-24 18:51:59",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:53:49","2018-12-24 18:53:54",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:54:30","2018-12-24 18:54:40",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:55:43","2018-12-24 18:55:52",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:56:58","2018-12-24 18:57:04",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 18:58:01","2018-12-24 18:58:09",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 19:03:35","2018-12-24 19:03:46",66,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 19:07:35","2018-12-24 19:07:42",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 19:20:49","2018-12-24 19:20:55",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-24 19:30:54","2018-12-24 19:31:03",33,,asd@jnasd.ru,,,,,
0,::1,"2018-12-25 18:26:50","2018-12-25 18:27:07",0,,asd@jnasd.ru,,,,,
0,::1,"2018-12-25 18:28:50","2018-12-25 18:29:12",0,,,,,,,
0,::1,"2018-12-25 18:30:02","2018-12-25 18:30:11",33,,,,,,,
0,::1,"2018-12-25 18:30:45","2018-12-25 18:31:11",33,,,,,,,
0,::1,"2018-12-25 18:34:04","2018-12-25 18:34:12",66,,,,,,,
0,::1,"2018-12-25 19:48:35","2018-12-25 19:50:05",0,,,,,,,
0,::1,"2018-12-25 19:50:51","2018-12-25 19:51:00",0,,,,,,,
0,::1,"2018-12-27 15:34:31","2018-12-27 15:34:38",0,,,,,,,
0,::1,"2018-12-27 15:46:10","2018-12-27 15:46:23",66,,,,,,,
0,::1,"2018-12-27 15:48:49","2018-12-27 15:48:57",66,,,,,,,
0,::1,"2018-12-27 15:54:09","2018-12-27 15:54:17",33,,,,,,,
0,::1,"2018-12-27 15:56:09","2018-12-27 15:56:20",66,,,,,,,
0,::1,"2018-12-27 16:11:43","2018-12-27 16:11:53",33,,,,,,,
0,::1,"2018-12-27 17:46:18","2018-12-27 17:46:32",33,,,,,,,
0,::1,"2018-12-27 17:52:33","2018-12-27 17:57:35",66,,,,,,,
0,::1,"2018-12-27 17:59:53","2018-12-27 18:00:07",33,,,,,,,
0,::1,"2018-12-27 18:01:29","2018-12-27 18:01:36",66,,,,,,,
0,::1,"2018-12-27 18:01:49","2018-12-27 18:01:59",0,,,,,,,
0,::1,"2018-12-27 18:05:57","2018-12-27 18:06:07",0,,,,,,,
0,::1,"2018-12-27 18:09:04","2018-12-27 18:09:12",0,,,,,,,
0,::1,"2018-12-27 18:09:29","2018-12-27 18:09:33",33,,,,,,,
0,::1,"2018-12-27 18:09:51","2018-12-27 18:10:04",0,,,,,,,
0,::1,"2019-01-09 17:30:55","2019-01-09 17:31:12",0,,,,,,,
